Method:,double_shade_pso,Function:,Rotated_Hyper_Ellipsoid,NFE:,100000.0,Seed:,397285674
Method:,shade,Function:,Rotated_Hyper_Ellipsoid,NFE:,500000.0,Seed:,397285674
score within threshold,0.08059784034678386
score on contour,0.08834234335873395
min,0.0020691989902791
pop,10000
contour %,1.0
below threshold %,1.0
"
"
Method:,shade,Function:,Ackley,NFE:,100000.0,Seed:,397285674
score within threshold,0.07642932842898499
score on contour,0.06705814375549292
min,0.222342067791552
pop,2000
contour %,0.05509099915230868
below threshold %,0.077248
"
"
Method:,shade,Function:,Ackley,NFE:,200000.0,Seed:,397285674
score within threshold,0.0729499265927138
score on contour,0.06686601654990675
min,0.3780323547640393
pop,4000
contour %,0.10980155852644695
below threshold %,0.141101
"
"
Method:,shade,Function:,Ackley,NFE:,500000.0,Seed:,397285674
score within threshold,0.06910583847402013
score on contour,0.06581387059713285
min,0.09268348394607
pop,10000
contour %,0.24781183295374465
below threshold %,0.296484
"
"
Method:,shade,Function:,Himmelblau,NFE:,100000.0,Seed:,397285674
score within threshold,0.15811533303264352
score on contour,0.14459860817452608
min,0.0139712440604335
pop,2000
contour %,0.45186567164179103
below threshold %,0.6155464948046824
"
"
Method:,shade,Function:,Himmelblau,NFE:,200000.0,Seed:,397285674
score within threshold,0.1411874670915864
score on contour,0.13486652818543665
min,0.0417354357256609
pop,4000
contour %,0.6925373134328359
below threshold %,0.8180981191634881
"
"
Method:,shade,Function:,Himmelblau,NFE:,500000.0,Seed:,397285674
score within threshold,0.11284416167035212
score on contour,0.1158525452366572
min,0.0118744859103688
pop,10000
contour %,0.9208955223880597
below threshold %,0.9681046955149283
"
"
Method:,shade,Function:,Rosenbrock,NFE:,100000.0,Seed:,397285674
score within threshold,1.9727686157923991
score on contour,1.2506204383887665
min,0.0061395820103007
pop,2000
contour %,1.0
below threshold %,0.995575221238938
"
"
Method:,shade,Function:,Rosenbrock,NFE:,200000.0,Seed:,397285674
score within threshold,1.1567082117036003
score on contour,0.7200894284004498
min,0.0179976638556888
pop,4000
contour %,1.0
below threshold %,1.0
"
"
Method:,shade,Function:,Rosenbrock,NFE:,500000.0,Seed:,397285674
score within threshold,0.6743823579572532
score on contour,0.41137397075466814
min,0.0077276846438266
pop,10000
contour %,1.0
below threshold %,1.0
"
"
Method:,shade,Function:,Hartman_3D,NFE:,100000.0,Seed:,397285674
score within threshold,0.05620463506369771
score on contour,0.02906599230769241
min,9.525186416947662e-06
pop,2000
contour %,0.09115568086158286
below threshold %,0.13810000047851698
"
"
Method:,shade,Function:,Hartman_3D,NFE:,200000.0,Seed:,397285674
score within threshold,0.058281960039761035
score on contour,0.028156434249509043
min,2.545117812191577e-05
pop,4000
contour %,0.16164032122289182
below threshold %,0.22943453648452716
"
"
Method:,shade,Function:,Hartman_3D,NFE:,500000.0,Seed:,397285674
score within threshold,0.05859355004241657
score on contour,0.02877466172435036
min,6.643900284153403e-05
pop,10000
contour %,0.3138604203690589
below threshold %,0.40905067016303076
"
"
Method:,shade,Function:,Rastrigin,NFE:,100000.0,Seed:,397285674
score within threshold,2.3264008605188944
score on contour,2.4560378758816745
min,0.5375860882394523
pop,2000
contour %,0.42857142857142855
below threshold %,0.4361111111111111
"
"
Method:,shade,Function:,Rastrigin,NFE:,200000.0,Seed:,397285674
score within threshold,1.8952607519393914
score on contour,2.155145681889883
min,0.3305945040330762
pop,4000
contour %,0.6071428571428571
below threshold %,0.7222222222222222
"
"
Method:,shade,Function:,Rastrigin,NFE:,500000.0,Seed:,397285674
score within threshold,1.3091695728463324
score on contour,1.9634593146789763
min,0.0798009168496456
pop,10000
contour %,0.9642857142857143
below threshold %,0.9583333333333334
"
"
Method:,shade,Function:,Levy,NFE:,100000.0,Seed:,397285674
score within threshold,0.24269946602311754
score on contour,0.41616929966611726
min,0.0015350051037694
pop,2000
contour %,0.23711832061068702
below threshold %,0.37092213436665444
"
"
Method:,shade,Function:,Levy,NFE:,200000.0,Seed:,397285674
score within threshold,0.24386655947693744
score on contour,0.42158451360880955
min,0.0007692419397826
pop,4000
contour %,0.4083969465648855
below threshold %,0.5828926009320836
"
"
Method:,shade,Function:,Levy,NFE:,500000.0,Seed:,397285674
score within threshold,0.22697916549461775
score on contour,0.39509166204521656
min,0.0002898184258333
pop,10000
contour %,0.7247137404580153
below threshold %,0.8442687333088967
"
"
Method:,random_search,Function:,Rotated_Hyper_Ellipsoid,NFE:,100000.0,Seed:,397285674
score within threshold,0.5974328920894553
score on contour,0.4622324017023396
