2200.0,800.0,23.5
2200.0,1000.0,15.19
2400.0,200.0,33.57
1000.0,900.0,0.001
2200.0,100.0,29.5
1900.0,1300.0,0.331
2400.0,600.0,33.86
1500.0,1450.0,0.0035
1100.0,900.0,0.015
1900.0,900.0,5.09
700.0,600.0,0.0043
2800.0,1000.0,39.33
2400.0,100.0,33.42
700.0,650.0,0.0057
1800.0,1200.0,0.429
900.0,800.0,0.0
1500.0,1300.0,0.0036
2200.0,1800.0,0.072
1800.0,1400.0,0.102
600.0,550.0,0.0024
1200.0,800.0,0.081
1600.0,1550.0,0.0095
2200.0,1300.0,3.42
2200.0,300.0,31.99
1800.0,600.0,11.65
2000.0,1300.0,0.882
1800.0,1000.0,1.44
1700.0,500.0,10.14
2200.0,200.0,31.05
1200.0,1000.0,0.0082
2400.0,1200.0,15.5
2400.0,900.0,29.66
2600.0,0.5,34.97
2400.0,1300.0,11.23
2000.0,500.0,22.99
3000.0,200.0,38.34
900.0,875.0,0.0052
2400.0,0.5,32.51
1900.0,100.0,22.89
2400.0,1600.0,1.55
2800.0,200.0,37.77
1700.0,1300.0,0.094
2000.0,100.0,25.24
2800.0,400.0,40.07
3000.0,600.0,42.1
1900.0,500.0,18.77
1700.0,1500.0,0.02
2400.0,1100.0,21.91
1500.0,1400.0,0.0048
1600.0,1000.0,0.323
1300.0,1200.0,0.0092
1400.0,1200.0,0.022
2000.0,400.0,24.89
900.0,700.0,0.0086
1800.0,800.0,4.85
2000.0,1400.0,0.441
2000.0,800.0,13.24
1600.0,1400.0,0.03
2200.0,0.5,29.79
2200.0,1100.0,10.63
2600.0,600.0,38.42
3000.0,1000.0,42.23
1400.0,1300.0,0.0094
1700.0,300.0,14.17
2200.0,600.0,28.49
1900.0,700.0,12.08
2600.0,1000.0,35.33
800.0,750.0,0.0035
3000.0,0.5,36.81
2200.0,500.0,29.98
1300.0,700.0,0.295
1100.0,700.0,0.07
2800.0,1200.0,36.19
2600.0,800.0,37.54
1000.0,800.0,0.0088
600.0,500.0,0.0045
1800.0,0.5,20.08
1200.0,1150.0,0.0029
1800.0,400.0,16.59
2400.0,400.0,35.81
2600.0,400.0,37.44
2400.0,1800.0,0.381
3000.0,800.0,41.37
2400.0,700.0,32.74
1200.0,1100.0,0.0037
2200.0,1400.0,1.68
1500.0,1100.0,0.072
3000.0,400.0,41.58
2800.0,1400.0,29.89
1700.0,1100.0,0.435
1900.0,1100.0,1.47
2000.0,300.0,25.73
1700.0,700.0,4.68
1400.0,1000.0,0.081
2000.0,200.0,25.24
1100.0,1000.0,0.0083
2000.0,1600.0,0.089
2400.0,800.0,31.55
2400.0,1000.0,25.77
1100.0,1050.0,0.0076
500.0,450.0,0.0
2400.0,500.0,34.84
1300.0,1250.0,0.0099
1700.0,100.0,15.13
1700.0,900.0,1.32
1800.0,1600.0,0.01
2800.0,800.0,40.43
1800.0,200.0,18.79
2200.0,700.0,26.31
1900.0,300.0,21.91
2600.0,1200.0,26.98
900.0,600.0,0.024
1500.0,700.0,0.952
2800.0,600.0,40.6
1400.0,800.0,0.258
1600.0,1500.0,0.0093
2400.0,1400.0,5.87
1600.0,1200.0,0.087
2000.0,900.0,9.51
1900.0,1500.0,0.073
1300.0,900.0,0.066
1500.0,900.0,0.356
2600.0,200.0,36.54
1600.0,800.0,1.19
2000.0,1000.0,5.31
2000.0,1800.0,0.0077
2200.0,900.0,19.49
2200.0,400.0,31.07
2600.0,1400.0,18.01
2000.0,700.0,17.72
2000.0,1200.0,1.5
2000.0,600.0,20.37
2400.0,300.0,34.5
1400.0,1350.0,0.0039
2200.0,1200.0,6.1
2000.0,1100.0,3.56
1000.0,950.0,0.0072
3000.0,1200.0,41.42
1300.0,1100.0,0.011
800.0,700.0,0.004
2200.0,1600.0,0.47
2600.0,1600.0,7.49
2800.0,0.5,35.48
500.0,400.0,0.0
2000.0,0.5,25.46

