2200.0,800.0,94.48
2200.0,1000.0,93.63
2400.0,200.0,96.17
2200.0,100.0,96.93
1900.0,1300.0,89.4
2400.0,600.0,92.81
1100.0,900.0,147.92
1900.0,900.0,95.34
2800.0,1000.0,94.72
2400.0,100.0,95.15
1800.0,1200.0,85.51
1500.0,1300.0,58.6
2200.0,1800.0,127.21
1800.0,1400.0,102.59
1200.0,800.0,105.64
2200.0,1300.0,95.06
2200.0,300.0,93.66
1800.0,600.0,90.89
2000.0,1300.0,94.92
1800.0,1000.0,93.3
1700.0,500.0,98.04
2200.0,200.0,95.15
1200.0,1000.0,131.77
2400.0,1200.0,96.03
2400.0,900.0,92.92
2600.0,0.5,96.2
2400.0,1300.0,94.5
2000.0,500.0,95.9
3000.0,200.0,96.3
2400.0,0.5,95.22
1900.0,100.0,92.15
2400.0,1600.0,96.5
2800.0,200.0,93.2
1700.0,1300.0,89.1
2000.0,100.0,97.14
2800.0,400.0,96.26
3000.0,600.0,95.75
1900.0,500.0,90.96
1700.0,1500.0,70.64
2400.0,1100.0,94.43
1600.0,1000.0,94.49
1400.0,1200.0,99.01
2000.0,400.0,95.33
1800.0,800.0,96.56
2000.0,1400.0,95.18
2000.0,800.0,93.94
1600.0,1400.0,92.97
2200.0,0.5,96.72
2200.0,1100.0,94.28
2600.0,600.0,96.5
3000.0,1000.0,95.66
1700.0,300.0,96.28
2200.0,600.0,94.63
1900.0,700.0,95.97
2600.0,1000.0,93.74
3000.0,0.5,94.42
2200.0,500.0,95.31
1300.0,700.0,94.8
1100.0,700.0,76.86
2800.0,1200.0,96.3
2600.0,800.0,95.23
1000.0,800.0,121.65
1800.0,0.5,95.97
1800.0,400.0,92.8
2400.0,400.0,95.75
2600.0,400.0,95.8
2400.0,1800.0,93.12
3000.0,800.0,94.43
2400.0,700.0,95.55
2200.0,1400.0,96.47
1500.0,1100.0,104.85
3000.0,400.0,95.29
2800.0,1400.0,94.67
1700.0,1100.0,99.24
1900.0,1100.0,95.88
2000.0,300.0,93.03
1700.0,700.0,92.98
1400.0,1000.0,94.71
2000.0,200.0,94.59
2000.0,1600.0,95.37
2400.0,800.0,93.82
2400.0,1000.0,91.99
2400.0,500.0,95.98
1700.0,100.0,98.58
1700.0,900.0,88.4
2800.0,800.0,97.55
1800.0,200.0,93.8
2200.0,700.0,92.98
1900.0,300.0,97.06
2600.0,1200.0,93.99
900.0,600.0,92.79
1500.0,700.0,83.67
2800.0,600.0,96.0
1400.0,800.0,122.68
2400.0,1400.0,92.48
1600.0,1200.0,83.26
2000.0,900.0,91.13
1900.0,1500.0,96.54
1300.0,900.0,86.52
1500.0,900.0,93.63
2600.0,200.0,93.82
1600.0,800.0,94.15
2000.0,1000.0,99.45
2000.0,1800.0,39.3
2200.0,900.0,93.47
2200.0,400.0,94.2
2600.0,1400.0,92.3
2000.0,700.0,92.69
2000.0,1200.0,91.87
2000.0,600.0,96.11
2400.0,300.0,95.16
2200.0,1200.0,93.92
2000.0,1100.0,95.2
3000.0,1200.0,95.65
1300.0,1100.0,136.54
2200.0,1600.0,86.0
2600.0,1600.0,89.52
2800.0,0.5,95.63
2000.0,0.5,92.15

